Case_Status,Class_Of_Admission,Decision_Date,Employer_Name,Employer_State,Job_Title,US_Economic_Sector,Wage_Offer,Wage_Offer_Unit
Denied,H-1B,11/22/2011,"GOLDMAN, SACHS & CO.",NJ,Accountants and Auditors,Finance,102100,Annually
Denied,Others,10/27/2011,"ROBERT LEOPARD HOMEBUILDERS, INC.",AL,Stonemasons,Construction,102579.6,Annually
Certified-Expired,H-1B,11/2/2011,"ICONMA, LLC",MI,"Computer Software Engineers, Applications",IT,102627,Annually
Denied,Others,10/13/2011,"F.M. HOME IMPROVEMENT, INC.",NJ,Roofers,Construction,102667.2,Annually
Certified-Expired,H-1B,10/26/2011,MICROSOFT CORPORATION,WA,Computer Systems Analysts,IT,102740,Annually
Denied,Others,10/6/2011,S.M.C CONCRETE,NY,Brickmasons and Blockmasons,Construction,102930,Annually
Denied,H-1B,12/9/2011,"HSBC BANK USA, N.A.",IL,Credit Analysts,Finance,103000,Annually
Certified-Expired,L-1,10/12/2011,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",NY,Computer and Information Systems Managers,Finance,103000,Annually
Denied,Others,10/5/2011,READY TO LEARN DAY CARE CENTER,NJ,"Secretaries, Except Legal, Medical, and Executive",Other Economic Sector,103105.2,Annually
Denied,Others,10/11/2011,"FRANK'S PIZZA AT SPARTA, INC.",NJ,"Cooks, Restaurant",Hospitality,103543.2,Annually
Certified-Expired,H-1B,10/21/2011,D HILLSIDE PLACE I,CA,Home Health Aides,Health Care,103806,Annually
Certified-Expired,H-1B,10/17/2011,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,NJ,Computer Systems Analysts,IT,103834,Annually
Certified-Expired,H-1B,10/5/2011,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,NJ,Computer Systems Analysts,IT,103834,Annually
Certified,H-1B,11/25/2011,"ARUBA NETWORKS, INC.",CA,"Computer Software Engineers, Systems Software",IT,103880,Annually
Certified,H-1B,12/15/2011,NVIDIA CORPORATION,CA,"Electronics Engineers, Except Computer",Advanced Mfg,104035,Annually
Denied,Others,12/21/2011,"TURNPIKE ENTERPRISE ONE, INC.",NY,Administrative Services Managers,Other Economic Sector,104811,Annually
Certified-Expired,H-1B,10/4/2011,HEWLETT-PACKARD COMPANY,CA,"Computer and Information Scientists, Research",Advanced Mfg,105000,Annually
Certified,H-1B,11/30/2011,"PEARSON EDUCATION, INC.",NJ,Computer Systems Analysts,Other Economic Sector,105000,Annually
Denied,L-1,10/25/2011,"HYDROGENICS USA, INC.",CA,Mechanical Engineers,Construction,105000,Annually
Certified-Expired,H-1B,10/25/2011,"FREESCALE SEMICONDUCTOR, INC.",TX,"Computer and Information Scientists, Research",Advanced Mfg,105040,Annually
Certified-Expired,H-1B,10/21/2011,"FREESCALE SEMICONDUCTOR, INC.",TX,"Computer and Information Scientists, Research",Advanced Mfg,105040,Annually
Certified,H-1B,11/25/2011,"FREESCALE SEMICONDUCTOR, INC.",TX,"Computer and Information Scientists, Research",Advanced Mfg,105040,Annually
Certified-Expired,H-1B,10/4/2011,INTEL CORPORATION,CA,"Computer Software Engineers, Systems Software",Advanced Mfg,105123,Annually
Certified-Expired,H-1B,10/21/2011,"MARLABS, INC",NJ,"Computer Software Engineers, Applications",IT,105373,Annually
Denied,H-1B,10/27/2011,"MARLABS, INC",NJ,"Computer Software Engineers, Applications",IT,105373,Annually
Certified-Expired,H-1B,10/20/2011,"MARLABS, INC",NJ,"Computer Software Engineers, Applications",IT,105373,Annually
Withdrawn,H-1B,10/7/2011,"IRIS SOFTWARE, INC.",NJ,"Computer Software Engineers, Applications",IT,105373,Annually
Certified-Expired,H-1B,10/21/2011,"DVR SOFTEK INC.,",NJ,"Computer Software Engineers, Applications",IT,105373,Annually
Certified-Expired,H-1B,10/28/2011,VEDICSOFT SOLUTIONS INC,NJ,"Computer Software Engineers, Applications",IT,105373,Annually
Denied,H-1B,10/25/2011,"EAPT SOLUTIONS, INC.",NJ,"Computer Software Engineers, Applications",IT,105373,Annually
Denied,H-1B,11/1/2011,"MARLABS, INC",NJ,"Computer Software Engineers, Applications",IT,105373,Annually
Certified,H-1B,12/20/2011,"MARLABS, INC",NJ,"Computer Software Engineers, Applications",IT,105373,Annually
Denied,H-1B,12/13/2011,"MARLABS, INC",NJ,"Computer Software Engineers, Applications",IT,105373,Annually
Withdrawn,F-1,10/24/2011,JOANNE JAFFIN MASON - DOUGLAS W. MASON,CT,Child Care Workers,Other Economic Sector,105470.4,Annually
Withdrawn,H-1B,12/9/2011,"DIASPARK, INC",NJ,"Computer Software Engineers, Applications",IT,105500,Annually
Certified,L-1,12/12/2011,"MARKETTOOLS, INC.",CA,"Computer Software Engineers, Applications",Other Economic Sector,105643,Annually
Certified,H-1B,12/22/2011,"AUTODESK, INC.",CA,"Computer Software Engineers, Applications",IT,105643,Annually
Certified-Expired,H-1B,10/13/2011,"MACROTECH (USA), INC.",CA,"Computer Software Engineers, Applications",Other Economic Sector,105643,Annually
Certified,H-1B,12/8/2011,LENOX TERRACE PHARMACY,NY,Pharmacists,Retail,105920,Annually
Certified,F-1,12/16/2011,"KAUDIO, INC.",CA,Web Developers,Other Economic Sector,105934,Annually
Certified-Expired,H-1B,10/31/2011,AMAZON WEB SERVICES LLC,VA,"Computer Software Engineers, Applications",Retail,106000,Annually
Certified,H-1B,11/18/2011,"AFFILIATED COMPUTER SERVICES, INC.",GA,"Computer Software Engineers, Applications",IT,106018,Annually
Certified-Expired,Others,10/20/2011,"MUD MAT, INC.",CA,Sales Engineers,Other Economic Sector,106080,Annually
Certified,Others,12/13/2011,"TOP TERMITE CO., INC.",CA,Marketing Managers,Other Economic Sector,106267,Annually
Certified-Expired,L-1,10/21/2011,"BROCADE COMMUNICATIONS SYSTEMS, INC.",TX,Sales Engineers,Advanced Mfg,106310,Annually
Certified,H-1B,12/8/2011,"FREESCALE SEMICONDUCTOR, INC.",AZ,Engineering Managers,Advanced Mfg,106371.2,Annually
Certified,H-1B,12/22/2011,"FREESCALE SEMICONDUCTOR, INC.",AZ,Engineering Managers,Advanced Mfg,106371.2,Annually
Certified,H-1B,12/1/2011,"FREESCALE SEMICONDUCTOR, INC.",AZ,Engineering Managers,Advanced Mfg,106371.2,Annually
Certified,H-1B,12/5/2011,"FREESCALE SEMICONDUCTOR, INC.",AZ,Engineering Managers,Advanced Mfg,106371.2,Annually
Certified,H-1B,11/30/2011,"FRONTRANGE SOLUTIONS USA, INC.",CA,"Computer Software Engineers, Applications",IT,106434,Annually
Withdrawn,H-1B,12/8/2011,"GUNJAN CUTTING EDGE SOLUTIONS, INC",IL,"Computer Software Engineers, Applications",IT,106600,Annually
Certified,Others,12/5/2011,"VESDEL FOOD, INC",NY,"Cooks, Restaurant",Hospitality,106959.6,Annually
Withdrawn,Others,10/4/2011,"DONOVAN'S OF BAYSIDE, LLC",NY,"Cooks, Restaurant",Hospitality,106959.6,Annually
Denied,Others,10/12/2011,GIANNNI MARIELLA LTD,NY,"Cooks, Restaurant",Hospitality,106959.6,Annually
Certified,H-1B,12/14/2011,"CT SOLUTIONS, INC.",VA,"Computer Software Engineers, Applications",IT,107000,Annually
Denied,Others,11/3/2011,"VICTORY PRODUCE,LLC.  DBA TOP TOMATO",NY,First-Line Supervisors and Manager/Supervisors - Logging Workers,Retail,107134.8,Annually
Denied,H-1B,11/9/2011,"MEDTRONIC, INC.",MN,"Computer Software Engineers, Applications",Advanced Mfg,107194,Annually
Certified-Expired,H-1B,10/21/2011,BIOGEN IDEC,MA,Accountants,Advanced Mfg,107563.27,Annually
Certified,H-1B,12/6/2011,CAREFUSION CORPORATION,CA,"Computer Software Engineers, Applications",Other Economic Sector,107601,Annually
Certified,H-1B,11/4/2011,"AT&T, INC., AND ALL OF ITS SUBSIDIARIES AND AFFILIATES",WA,"Computer Software Engineers, Applications",IT,107640,Annually
Certified-Expired,Others,10/24/2011,FUNAI SERVICE CORPORATION,OH,"Treasurers, Controllers, and Chief Financial Officers",Other Economic Sector,107827,Annually
Certified-Expired,H-1B,10/14/2011,"AMERICAN BROADCASTING COMPANIES, INC.",CA,"Computer Software Engineers, Applications",Other Economic Sector,108000,Annually
Certified,H-1B,12/28/2011,SOUTHERN CALIFORNIA EDISON,CA,Computer Systems Analysts,Energy,108000,Annually
Certified,H-1B,11/18/2011,PAYPAL INC,CA,"Computer Software Engineers, Applications",Retail,108000,Annually
Certified,H-1B,12/9/2011,"DOMAIN NAMES INTERNATIONAL, LLC",CO,Computer Programmers,Other Economic Sector,108000,Annually
Certified-Expired,H-1B,10/21/2011,TELEQUIP,NH,"Computer Software Engineers, Applications",Advanced Mfg,108160,Annually
Certified-Expired,H-1B,10/26/2011,CONOCOPHILLIPS COMPANY,OK,Chemical Engineers,Energy,108160,Annually
Certified,H-1B,12/23/2011,CKR GROUP,CA,"Computer Software Engineers, Applications",Other Economic Sector,108180.8,Annually
Withdrawn,Others,12/15/2011,"SAM YANG INVESTMENT, INC",CA,"Cooks, Restaurant",Hospitality,108186,Annually
Denied,H-1B,12/1/2011,GE HEALTHCARE BIOSCIENCES CORP.,CA,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Advanced Mfg,108200,Annually
Certified,H-1B,11/28/2011,"BIO-RAD LABORATORIES, INC.",CA,Computer and Information Systems Managers,Biotechnology,108306,Annually
Certified,H-1B,12/22/2011,EVANTAGE TECHNOLOGIES,NJ,"Computer Software Engineers, Systems Software",IT,108368,Annually
Certified,H-1B,11/7/2011,"ICONMA, LLC",MI,"Computer Software Engineers, Applications",IT,108534,Annually
Certified,H-1B,11/28/2011,FINISAR CORPORATION,TX,"Computer Software Engineers, Applications",Aerospace,108534,Annually
Certified-Expired,H-1B,10/31/2011,"FREESCALE SEMICONDUCTOR, INC.",TX,Engineering Managers,Advanced Mfg,108576,Annually
Certified-Expired,H-1B,10/24/2011,"FREESCALE SEMICONDUCTOR, INC.",TX,Engineering Managers,Advanced Mfg,108576,Annually
Certified-Expired,H-1B,10/26/2011,"FREESCALE SEMICONDUCTOR, INC.",TX,Engineering Managers,Advanced Mfg,108576,Annually
Certified-Expired,H-1B,10/26/2011,"FREESCALE SEMICONDUCTOR, INC.",TX,Engineering Managers,Advanced Mfg,108576,Annually
Certified-Expired,H-1B,10/17/2011,"FREESCALE SEMICONDUCTOR, INC.",TX,Engineering Managers,Advanced Mfg,108576,Annually
Certified-Expired,H-1B,10/19/2011,"FREESCALE SEMICONDUCTOR, INC.",TX,Engineering Managers,Advanced Mfg,108576,Annually
Certified-Expired,H-1B,10/31/2011,"FREESCALE SEMICONDUCTOR, INC.",TX,Engineering Managers,Advanced Mfg,108576,Annually
Certified-Expired,H-1B,11/2/2011,"FREESCALE SEMICONDUCTOR, INC.",TX,Engineering Managers,Advanced Mfg,108576,Annually
Certified-Expired,H-1B,10/31/2011,"FREESCALE SEMICONDUCTOR, INC.",TX,Engineering Managers,Advanced Mfg,108576,Annually
Certified-Expired,H-1B,10/27/2011,"FREESCALE SEMICONDUCTOR, INC.",TX,Engineering Managers,Advanced Mfg,108576,Annually
Certified-Expired,H-1B,10/19/2011,"FREESCALE SEMICONDUCTOR, INC.",TX,Engineering Managers,Advanced Mfg,108576,Annually
Certified-Expired,H-1B,10/26/2011,"FREESCALE SEMICONDUCTOR, INC.",TX,Engineering Managers,Advanced Mfg,108576,Annually
Certified-Expired,H-1B,10/19/2011,"FREESCALE SEMICONDUCTOR, INC.",TX,Engineering Managers,Advanced Mfg,108576,Annually
Certified-Expired,H-1B,10/20/2011,"FREESCALE SEMICONDUCTOR, INC.",TX,Engineering Managers,Advanced Mfg,108576,Annually
Certified-Expired,H-1B,10/6/2011,"WINN-DIXIE STORES, INC.",FL,Pharmacists,Retail,108784,Annually
Denied,H-1B,10/27/2011,ZENITH SOFTWARE INC.,NH,"Computer Software Engineers, Applications",IT,108826,Annually
Certified-Expired,H-1B,10/27/2011,"CANNON TECHNOLOGIES, INC.",MD,"Computer Software Engineers, Systems Software",Advanced Mfg,109782,Annually
Certified-Expired,H-1B,10/13/2011,"AT&T, INC., AND ALL OF ITS SUBSIDIARIES AND AFFILIATES",NJ,Operations Research Analysts,IT,110000,Annually
Certified,H-1B,11/4/2011,"THE BANK OF TOKYO-MITSUBISHI UFJ, LTD.",NJ,"Computer Software Engineers, Applications",Finance,110000,Annually
Certified,H-1B,11/14/2011,"1800FLOWERS.COM,INC.",NY,Database Administrators,Retail,110000,Annually
Certified-Expired,O-1,10/4/2011,MICROSOFT CORPORATION,WA,Computer and Information Systems Managers,IT,110000,Annually
Certified,H-1B,12/12/2011,"MICHAELS STORES, INC.",TX,"Financial Managers, Branch or Department",Retail,110000,Annually
Certified,H-1B,12/12/2011,DELOITTE CONSULTING LLP,NJ,Management Analysts,Other Economic Sector,110000,Annually
Withdrawn,H-1B,12/21/2011,"SPIN MASTER, INC.",CA,Industrial Production Managers,Advanced Mfg,110136,Annually
Certified-Expired,H-1B,10/18/2011,SILICON LABORATORIES INC.,TX,Sales Engineers,Advanced Mfg,110614,Annually
Denied,Others,10/21/2011,"ORIENT PRECISION AMERICA, INC.",CA,Sales Managers,Advanced Mfg,110656,Annually
Certified,Others,12/5/2011,MARUTI DONUTS INC,MD,Bakers,Advanced Mfg,110726.4,Annually
Certified-Expired,H-1B,10/21/2011,"LM RESTAURANTS, INC.",NC,Purchasing Managers,Other Economic Sector,111259,Annually
Certified-Expired,H-1B,10/21/2011,"UBS AG,",CT,Financial Analysts,Finance,111259,Annually
Certified,H-1B,12/29/2011,"FREESCALE SEMICONDUCTOR, INC.",TX,Engineering Managers,Advanced Mfg,111738,Annually
Denied,Others,10/27/2011,TASTY WHOLESALE BAGELS INC.,NY,Bakers,Advanced Mfg,112478.4,Annually
Certified,Others,12/16/2011,NEIL P. DE LEON D.B.A. GLOBAL CONSTRUCTION,GU,Cement Masons and Concrete Finishers,Construction,112741.2,Annually
Denied,Others,10/11/2011,"L.A. BURRITO,  INC",NY,"Cooks, Restaurant",Hospitality,113004,Annually
Certified-Expired,H-1B,10/25/2011,DGN TECHNOLOGIES INC.,CA,Computer and Information Systems Managers,IT,113090,Annually
Denied,Others,10/27/2011,YAMAMOTO R. LANDSCAPING,CA,Landscaping and Groundskeeping Workers,Other Economic Sector,113266.8,Annually
Certified,H-1B,12/12/2011,"QUALCOMM, INC.",CA,"Electronics Engineers, Except Computer",Advanced Mfg,113734,Annually
Certified,H-1B,12/8/2011,"QUALCOMM, INC.",CA,"Computer Software Engineers, Applications",Advanced Mfg,113755,Annually
Denied,Others,12/15/2011,JNS LIMITED LIABILITY LIMITED PARTNERSHIP,AZ,"Construction and Related Workers, All Other",Construction,113880,Annually
Certified-Expired,H-1B,10/26/2011,SITIME CORPORATION,CA,Mechanical Engineers,Advanced Mfg,114000,Annually
Certified-Expired,H-1B,10/3/2011,DIAMOND INFORMATION SYSTEMS,VA,"Computer Software Engineers, Applications",IT,114296,Annually
Certified-Expired,H-1B,10/21/2011,CGI TECHNOLOGIES AND SOLUTIONS INC.,VA,"Computer Software Engineers, Applications",IT,114296,Annually
Certified-Expired,H-1B,10/4/2011,"RESOURCESYS, INC",MD,"Computer Software Engineers, Applications",IT,114566,Annually
Denied,L-1,10/25/2011,XORIANT CORPORATION,CA,Computer and Information Systems Managers,IT,114712,Annually
Certified-Expired,H-1B,10/26/2011,NEUBERGER BERMAN GROUP LLC,NY,Financial Analysts,Finance,115000,Annually
Denied,H-1B,10/26/2011,"BLACKHAWK NETWORK, INC.",CA,"Computer Software Engineers, Applications",Retail,115000,Annually
Withdrawn,H-1B,12/12/2011,"DELASOFT, INC",DE,Computer and Information Systems Managers,IT,115000,Annually
Certified,H-1B,12/12/2011,IT OBJECTS LLC,VA,"Computer Software Engineers, Applications",IT,115000,Annually
Certified,H-1B,12/9/2011,MORGAN STANLEY & CO. INC.,NY,Computer and Information Systems Managers,Finance,115000,Annually
Denied,H-1B,12/22/2011,CAPGEMINI U.S. LLC,IL,"Computer Software Engineers, Applications",IT,115000,Annually
Certified-Expired,Others,10/21/2011,"FARMERS SERVICES, LLC",CA,"Computer Software Engineers, Applications",Other Economic Sector,115000,Annually
Withdrawn,H-1B,12/13/2011,SONY ERICSSON MOBILE COMMUNICATIONS (USA) INC.,CA,"Electronics Engineers, Except Computer",Advanced Mfg,115200,Annually
Certified,H-1B,12/1/2011,"INFOMATICS TECHNOLOGIES INC.,",MI,Computer and Information Systems Managers,IT,116459,Annually
Denied,L-1,10/14/2011,MINDTREE LIMITED,NJ,Computer and Information Systems Managers,IT,116501,Annually
Certified-Expired,H-1B,10/14/2011,"GOLDMAN,SACHS & CO.",NY,Financial Analysts,Finance,117000,Annually
Denied,H-1B,10/6/2011,"GOLDMAN, SACHS & CO.",NY,Financial Analysts,Finance,117000,Annually
Certified,H-1B,11/29/2011,PRICEWATERHOUSECOOPERS,NY,Accountants,Other Economic Sector,117000,Annually
Certified-Expired,H-1B,10/24/2011,SOFTCON  USA  INC,IL,Computer and Information Systems Managers,Aerospace,117200,Annually
Certified,H-1B,11/15/2011,TERRA INFOTECH INC,NJ,"Computer Software Engineers, Applications",IT,117320,Annually
Certified-Expired,H-1B,10/20/2011,TERRA INFOTECH INC,NJ,"Computer Software Engineers, Applications",IT,117320,Annually
Certified-Expired,H-1B,10/24/2011,TERRA INFOTECH INC,NJ,"Computer Software Engineers, Applications",IT,117320,Annually
Withdrawn,H-1B,12/9/2011,MICROSOFT CORPORATION,WA,Computer Systems Analysts,IT,117474,Annually
Denied,H-1B,12/19/2011,BROADCOM CORPORATION,CA,"Computer Software Engineers, Systems Software",Advanced Mfg,117720,Annually
Certified,H-1B,11/3/2011,"AUTOMATIC DATA PROCESSING, INC.",NJ,"Computer Software Engineers, Applications",IT,117879.98,Annually
Certified-Expired,H-1B,10/14/2011,BENTLEY UNIVERSITY,MA,"Business Teachers, Postsecondary",Educational Services,118000,Annually
Denied,L-1,12/13/2011,"GOLDENGATE SOFTWARE, INC.",CA,Computer and Information Systems Managers,Advanced Mfg,118435,Annually
Denied,Others,12/21/2011,WORLD MAX LLC,CT,Cabinetmakers and Bench Carpenters,Construction,118522.8,Annually
Denied,H-1B,12/8/2011,LEAPFROG SYSTEMS,MA,"Computer Software Engineers, Applications",IT,119038,Annually
Denied,Others,12/28/2011,TEQUILA SUNRISE OF WESTCHESTER,NY,"Cooks, Restaurant",Hospitality,119048.4,Annually
Certified,H-1B,12/7/2011,"APPLIED MATERIALS, INC.",CA,Mechanical Engineers,Advanced Mfg,119454,Annually
Certified-Expired,H-1B,10/25/2011,"GE-HITACHI NUCLEAR ENERGY AMERICAS, LLC",NC,Computer and Information Systems Managers,Other Economic Sector,119954,Annually
Certified-Expired,H-1B,10/4/2011,TATA COMMUNICATIONS (AMERICA) INC.,CA,Sales Engineers,IT,120000,Annually
Certified,H-1B,11/17/2011,NORTH CAROLINA STATE UNIVERSITY,NC,"Education Administrators, Postsecondary",Educational Services,120000,Annually
Certified,H-1B,11/29/2011,"AFFILIATED COMPUTER SERVICES, INC.",AZ,Database Administrators,IT,120000,Annually
Certified,H-1B,11/3/2011,GOLDEN VALLEY HEALTH CENTERS,CA,"Internists, General",Health Care,120000,Annually
Certified-Expired,Others,10/21/2011,ERICSSON INC.,CA,"Computer Software Engineers, Applications",Aerospace,120000,Annually
Certified,H-1B,12/22/2011,PAYPAL INC,CA,Database Administrators,Retail,120000,Annually
Certified,H-1B,12/14/2011,SOLARIA CORPORATION,CA,Materials Engineers,Advanced Mfg,120000,Annually
Certified,H-1B,12/6/2011,"GCA SAVVIAN ADVISORS, LLC",CA,"Treasurers, Controllers, and Chief Financial Officers",Finance,120000,Annually
Denied,Others,10/27/2011,"ELENIS NYC, INC.",NY,Order Clerks,Advanced Mfg,120362.4,Annually
Certified-Expired,H-1B,10/20/2011,INFOSYS CONSULTING INC.,NY,Management Analysts,Other Economic Sector,120370,Annually
Certified,H-1B,12/20/2011,GOLDMAN SACHS NEW JERSEY LLC,NJ,"Computer Software Engineers, Systems Software",Finance,120400,Annually
Certified-Expired,H-1B,10/20/2011,"TRANSLUCENT, INC.",CA,Materials Engineers,Biotechnology,120661,Annually
Certified-Expired,H-1B,10/19/2011,"AUTOMATIC DATA PROCESSING, INC.",NJ,Computer Systems Analysts,IT,120706.43,Annually
Denied,H-1B,12/22/2011,PAYPAL INC,CA,"Computer Software Engineers, Applications",Retail,121674,Annually
Certified-Expired,H-1B,10/24/2011,RITE AID CORPORATION,VA,Pharmacists,Retail,121680,Annually
Denied,H-1B,10/28/2011,RITE AID CORPORATION,VA,Pharmacists,Retail,121680,Annually
Certified-Expired,H-1B,10/26/2011,RITE AID CORPORATION,VA,Pharmacists,Retail,121680,Annually
Denied,H-1B,10/28/2011,RITE AID CORPORATION,VA,Pharmacists,Retail,121680,Annually
Certified-Expired,H-1B,10/28/2011,RITE AID CORPORATION,VA,Pharmacists,Retail,121680,Annually
Certified,F-1,12/6/2011,"P.T. CONSTRUCTION CO, INC.",CA,Engineering Managers,Construction,122000,Annually
Certified-Expired,H-1B,10/4/2011,GLOPAK CORPORATION,NJ,Computer and Information Systems Managers,Advanced Mfg,122500,Annually
Denied,Others,12/8/2011,MAHENDER MACHA,MI,"Cooks, Private Household",Other Economic Sector,122640,Annually
Denied,Others,12/14/2011,JNS LIMITED LIABILITY LIMITED PARTNERSHIP,AZ,"Construction and Related Workers, All Other",Construction,122640,Annually
Denied,Others,12/14/2011,JNS LIMITED LIABILITY LIMITED PARTNERSHIP,AZ,"Construction and Related Workers, All Other",Construction,122640,Annually
Denied,Others,12/22/2011,JNS LIMITED LIABILITY LIMITED PARTNERSHIP,AZ,"Construction and Related Workers, All Other",Construction,122640,Annually
Denied,Others,12/23/2011,JNS LIMITED LIABILITY LIMITED PARTNERSHIP,AZ,"Construction and Related Workers, All Other",Construction,122640,Annually
Certified,H-1B,12/21/2011,PHILIPS ELECTRONICS NORTH AMERICA CORPORATION,FL,Computer Systems Analysts,Advanced Mfg,122700,Annually
Certified,F-1,12/1/2011,"SK GRAPHICS,INC.",CA,Retail Salespersons,Advanced Mfg,123078,Annually
Certified,Others,12/22/2011,RODL LANGFORD DE KOCK LLP,IL,"Treasurers, Controllers, and Chief Financial Officers",Finance,123261,Annually
Certified-Expired,Others,10/28/2011,"ALLSOFT TECHNOLOGIES, INC.",CA,"Computer Software Engineers, Applications",IT,123282,Annually
Certified,O-1,11/9/2011,"DIGITAL DOMAIN, INC.",CA,Multi-Media Artists and Animators,Other Economic Sector,123500,Annually
Certified,H-1B,11/10/2011,"DIGITAL DOMAIN, INC.",CA,Multi-Media Artists and Animators,Other Economic Sector,123500,Annually
Certified-Expired,H-1B,10/25/2011,JUNIPER NETWORKS,CA,Computer and Information Systems Managers,IT,123889,Annually
Certified-Expired,H-1B,10/25/2011,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,NJ,Sales Engineers,IT,123947,Annually
Certified,L-1,12/9/2011,PFIZER INC,TX,Veterinarians,Advanced Mfg,124000,Annually
Certified-Expired,H-1B,10/7/2011,"ICONMA, LLC",MI,Computer and Information Systems Managers,IT,124301,Annually
Withdrawn,H-1B,11/2/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,124446,Annually
Denied,H-1B,10/28/2011,"GURU IT SOLUTIONS, INC",CA,Computer and Information Systems Managers,IT,124509,Annually
Denied,H-1B,10/21/2011,"GURU IT SOLUTIONS, INC",CA,Computer and Information Systems Managers,IT,124509,Annually
Certified-Expired,L-1,10/27/2011,JP MORGAN CHASE & CO,NY,Computer Systems Analysts,Other Economic Sector,125000,Annually
Certified,B-1,12/13/2011,"HARRISBURG ENTERPRISES, INC.",TX,"Cooks, Restaurant",Hospitality,125092.8,Annually
Denied,L-1,10/21/2011,BROADCOM CORPORATION,CA,"Electronics Engineers, Except Computer",Advanced Mfg,125200,Annually
Certified,H-1B,11/9/2011,"ZS ASSOCIATES, INC.",IL,Marketing Managers,Other Economic Sector,125400,Annually
Certified-Expired,Others,11/2/2011,"LR REFRIGERATION , LLC",MD,Heating and Air Conditioning Mechanics,Construction,125530.8,Annually
Certified,H-1B,11/10/2011,"AXYGEN, INC.",CA,Marketing Managers,Other Economic Sector,125570,Annually
Denied,L-1,11/15/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,125580,Annually
Certified,H-1B,12/9/2011,EBAY INC,CA,"Computer Software Engineers, Applications",Retail,125960,Annually
Denied,Others,10/20/2011,PLAZA MORENA RESTAURANT INC.,MN,Food Service Managers,Hospitality,127020,Annually
Denied,Others,10/31/2011,"NS WEST 56TH STREET, LLC D/B/A BEACON RESTAURANT",NY,Butchers and Meat Cutters,Hospitality,127107.6,Annually
Certified,Others,12/22/2011,"GATCO TREATMENT SYSTEMS, LP",TX,Cement Masons and Concrete Finishers,Advanced Mfg,128158.8,Annually
Denied,Others,11/8/2011,"CAMPAGNA LAWN CARE, INC.",NJ,"Maintenance Workers, Machinery",Other Economic Sector,128421.6,Annually
Certified,H-1B,12/13/2011,RENESAS ELECTRONICS AMERICA INC.,CA,"Electronics Engineers, Except Computer",Advanced Mfg,128773,Annually
Certified-Expired,H-1B,10/28/2011,"APPLIED MATERIALS, INC.",CA,"Electronics Engineers, Except Computer",Advanced Mfg,128773,Annually
Certified,H-1B,12/22/2011,"GOLDMAN, SACHS & CO.",NY,Financial Analysts,Finance,129100,Annually
Certified,H-1B,12/21/2011,KPMG LLP,NJ,Financial Analysts,Finance,129792,Annually
Certified-Expired,H-1B,10/25/2011,JUNIPER NETWORKS,CA,"Electronics Engineers, Except Computer",IT,130000,Annually
Certified-Expired,H-1B,10/24/2011,THE SCOTTS MIRACLE-GRO COMPANY,OH,Computer and Information Systems Managers,Advanced Mfg,130000,Annually
Denied,L-1,12/14/2011,BROADCOM CORPORATION,CA,"Computer Software Engineers, Systems Software",Advanced Mfg,130000,Annually
Certified-Expired,Others,10/20/2011,"FREESCALE SEMICONDUCTOR, INC.",CA,"Computer and Information Scientists, Research",Advanced Mfg,130050,Annually
Certified-Expired,H-1B,10/25/2011,"FREESCALE SEMICONDUCTOR, INC.",CA,"Computer and Information Scientists, Research",Advanced Mfg,130050,Annually
Denied,Others,10/6/2011,LIDIA MANAGEMENT CORP.,NY,"Maintenance and Repair Workers, General",Other Economic Sector,130173.6,Annually
Certified,H-1B,11/25/2011,"ARUBA NETWORKS, INC.",CA,Sales Engineers,IT,130460,Annually
Denied,Others,10/25/2011,DADD'S REFINISHING & UPHOLSTERY,AZ,Upholsterers,Automotive,130786.8,Annually
Certified,H-1B,11/8/2011,SONY ERICSSON MOBILE COMMUNICATIONS (USA) INC.,CA,"Computer Software Engineers, Systems Software",Advanced Mfg,131123,Annually
Denied,Others,11/22/2011,MANNY'S LIGHTING &ELECTRIC CORP,NY,Helpers--Electricians,Construction,131224.8,Annually
Certified-Expired,H-1B,10/25/2011,HEWLETT-PACKARD COMPANY,CA,"Computer Software Engineers, Applications",Advanced Mfg,131518,Annually
Certified,H-1B,12/8/2011,EBAY INC,CA,"Computer Software Engineers, Applications",Retail,131518,Annually
Certified-Expired,H-1B,10/26/2011,"HP ENTERPRISE SERVICES, LLC",CA,"Computer Software Engineers, Applications",IT,131518,Annually
Certified-Expired,H-1B,10/20/2011,HEWLETT-PACKARD COMPANY,CA,"Computer Software Engineers, Applications",Advanced Mfg,131518,Annually
Certified-Expired,H-1B,11/1/2011,"HEALTHFIRST FAMILY CARE CENTER, INC",MA,Family and General Practitioners,Health Care,132000,Annually
Certified-Expired,H-1B,10/24/2011,INGREDIENT SUPPLY CORPORATION,FL,General and Operations Managers,Other Economic Sector,132000,Annually
